uncertainty_level,freeze_size,lam,method,seed,total_cost_mean,operational_cost_mean,changed_actions_total,runtime_mean_sec,fallback_rate
low,5,0.0,full_reopt,39,18.46687275255223,7.666666666666667,41,8.913129568099976e-05,0.0
low,5,0.0,periodic,20,9.65172970543669,7.609649122807018,11,1.1222643984688653e-05,0.8888888888888888
low,5,0.0,periodic,21,12.523151022883393,7.516995614035087,17,1.179846003651619e-05,0.875
low,5,0.0,periodic,22,13.113634444541646,7.302631578947368,28,1.7939135432243347e-05,0.8
low,5,0.0,periodic,23,11.099880408162697,7.070987654320987,14,1.0591828160815769e-05,0.8888888888888888
low,5,0.0,periodic,24,10.8152027984804,5.654411764705881,26,1.4252650241057077e-05,0.8333333333333334
low,5,0.0,periodic,25,7.68255813112242,7.010416666666667,5,1.1851079761981964e-05,0.875
low,5,0.0,periodic,26,9.420035748035518,5.374691358024691,17,9.284665187199911e-06,0.8888888888888888
low,5,0.0,periodic,27,9.467343579025416,8.119444444444445,9,1.0788440704345703e-05,0.8888888888888888
low,5,0.0,periodic,28,12.297595262145292,8.800983436853002,27,1.4197879603930882e-05,0.8571428571428571
low,5,0.0,periodic,29,13.578596114386675,7.931666666666667,29,1.8514320254325865e-05,0.8
low,5,0.0,periodic,30,12.76970827392892,7.5,17,1.3792887330055237e-05,0.875
low,5,0.0,periodic,31,10.400730720664972,6.716666666666667,21,1.827739179134369e-05,0.8
low,5,0.0,periodic,32,11.487536385010548,5.603535353535353,30,1.6177242452448066e-05,0.8181818181818182
low,5,0.0,periodic,33,14.378520042701817,7.666666666666667,17,1.6941999395688374e-05,0.8333333333333334
low,5,0.0,periodic,34,12.19249393339643,7.869047619047619,15,1.3739934989384242e-05,0.8571428571428571
low,5,0.0,periodic,35,9.434753863318388,6.509259259259259,13,9.977155261569553e-06,0.8888888888888888
low,5,0.0,periodic,36,11.495367787584419,6.7369281045751634,12,1.4645978808403015e-05,0.8333333333333334
low,5,0.0,periodic,37,11.154999953308037,5.1106060606060595,29,1.5238807959990067e-05,0.8181818181818182
low,5,0.0,periodic,38,8.415743909066375,6.049479166666666,12,1.1460855603218079e-05,0.875
low,5,0.0,periodic,39,10.983660797229826,7.666666666666667,12,1.599701742331187e-05,0.8333333333333334
low,5,0.0,event_triggered_no_stability,20,7.055555555555556,7.055555555555556,0,6.170529458257888e-05,1.0
low,5,0.0,event_triggered_no_stability,21,7.041666666666666,7.041666666666666,0,6.03310763835907e-05,1.0
low,5,0.0,event_triggered_no_stability,22,7.033333333333334,7.033333333333334,0,5.689077079296112e-05,1.0
low,5,0.0,event_triggered_no_stability,23,7.092592592592592,7.092592592592592,0,6.342306733131409e-05,1.0
low,5,0.0,event_triggered_no_stability,24,7.081018518518519,7.081018518518519,0,0.058562515303492546,1.0
low,5,0.0,event_triggered_no_stability,25,7.010416666666667,7.010416666666667,0,5.951337516307831e-05,1.0
low,5,0.0,event_triggered_no_stability,26,7.080246913580247,7.080246913580247,0,5.798952447043525e-05,1.0
low,5,0.0,event_triggered_no_stability,27,7.0092592592592595,7.0092592592592595,0,6.31805095407698e-05,1.0
low,5,0.0,event_triggered_no_stability,28,7.017857142857143,7.017857142857143,0,6.264527993542808e-05,1.0
low,5,0.0,event_triggered_no_stability,29,7.033333333333334,7.033333333333334,0,6.284192204475403e-05,1.0
low,5,0.0,event_triggered_no_stability,30,7.0,7.0,0,5.7507771998643875e-05,1.0
low,5,0.0,event_triggered_no_stability,31,7.0166666666666675,7.0166666666666675,0,0.062234808877110484,1.0
low,5,0.0,event_triggered_no_stability,32,7.128787878787879,7.128787878787879,0,0.062421838668259705,1.0
low,5,0.0,event_triggered_no_stability,33,7.0,7.0,0,6.208072106043498e-05,1.0
low,5,0.0,event_triggered_no_stability,34,7.011904761904761,7.011904761904761,0,5.8556773832866126e-05,1.0
low,5,0.0,event_triggered_no_stability,35,7.0586419753086425,7.0586419753086425,0,5.8498233556747437e-05,1.0
low,5,0.0,event_triggered_no_stability,36,7.069444444444444,7.069444444444444,0,0.10599490068852901,1.0
low,5,0.0,event_triggered_no_stability,37,7.037878787878787,7.037878787878787,0,0.057116386903957886,1.0
low,5,0.0,event_triggered_no_stability,38,7.0625,7.0625,0,6.101001054048538e-05,1.0
low,5,0.0,event_triggered_no_stability,39,7.0,7.0,0,5.841938157876333e-05,1.0
low,5,0.0,mpc,20,17.24690684135881,8.052680311890839,48,0.00012497686677508883,0.0
low,5,0.0,mpc,21,24.121472786281803,9.530208333333334,66,0.00013763457536697388,0.0
low,5,0.0,mpc,22,11.519635592375916,6.615,36,0.0001191895455121994,0.0
low,5,0.0,mpc,23,15.221672826323916,7.407952069716775,44,0.00013581083880530464,0.0
low,5,0.0,mpc,24,19.786132204270114,9.699184349212954,78,0.00013879345109065375,0.0
low,5,0.0,mpc,25,8.582469560199174,7.010416666666667,11,0.00012499932199716568,0.0
low,5,0.0,mpc,26,8.594508209239315,4.924768518518518,24,0.00011565163731575012,0.0
low,5,0.0,mpc,27,14.06946101995605,8.00925925925926,37,0.0001321310798327128,0.0
low,5,0.0,mpc,28,19.96093474364024,8.73044217687075,85,0.00013081756021295275,0.0
low,5,0.0,mpc,29,16.440726258163483,7.333823529411765,47,0.0001207936555147171,0.0
low,5,0.0,mpc,30,15.9592836218667,7.0,47,0.00012275204062461853,0.0
low,5,0.0,mpc,31,18.262661253539754,7.017156862745098,61,0.00013100840151309968,0.0
low,5,0.0,mpc,32,15.722218151757767,6.6015651874785,61,0.00012522698803381488,0.0
low,5,0.0,mpc,33,14.987476507270316,7.833333333333333,29,0.00012286317845185599,0.0
low,5,0.0,mpc,34,16.192672248435322,8.011278195488723,30,0.00012780513082231794,0.0
low,5,0.0,mpc,35,17.199206094503214,6.268041938997822,52,0.00011788101659880744,0.0
low,5,0.0,mpc,36,21.09950132065128,7.732602339181287,47,0.00013436190783977509,0.0
low,5,0.0,mpc,37,23.799726396809465,8.58133971291866,99,0.000126871873031963,0.0
low,5,0.0,mpc,38,15.404146830319709,6.917279411764706,46,0.00012090057134628296,0.0
low,5,0.0,mpc,39,18.46687275255223,7.666666666666667,41,0.00012247636914253235,0.0
low,5,0.0,sarcrp,20,7.055555555555556,7.055555555555556,0,5.904419554604424e-05,1.0
low,5,0.0,sarcrp,21,7.041666666666666,7.041666666666666,0,5.777273327112198e-05,1.0
low,5,0.0,sarcrp,22,7.033333333333334,7.033333333333334,0,5.59147447347641e-05,1.0
low,5,0.0,sarcrp,23,7.092592592592592,7.092592592592592,0,5.7215491930643715e-05,1.0
low,5,0.0,sarcrp,24,7.081018518518519,7.081018518518519,0,0.058338078670203686,1.0
low,5,0.0,sarcrp,25,7.010416666666667,7.010416666666667,0,5.89713454246521e-05,1.0
low,5,0.0,sarcrp,26,7.080246913580247,7.080246913580247,0,5.852058529853821e-05,1.0
low,5,0.0,sarcrp,27,7.0092592592592595,7.0092592592592595,0,5.7605819569693674e-05,1.0
low,5,0.0,sarcrp,28,7.017857142857143,7.017857142857143,0,6.055672253881182e-05,1.0
low,5,0.0,sarcrp,29,7.033333333333334,7.033333333333334,0,6.0401856899261475e-05,1.0
low,5,0.0,sarcrp,30,7.0,7.0,0,5.9666577726602554e-05,1.0
low,5,0.0,sarcrp,31,7.0166666666666675,7.0166666666666675,0,0.0628306433558464,1.0
low,5,0.0,sarcrp,32,7.128787878787879,7.128787878787879,0,0.056881358339027924,1.0
low,5,0.0,sarcrp,33,7.0,7.0,0,6.49038702249527e-05,1.0
low,5,0.0,sarcrp,34,7.011904761904761,7.011904761904761,0,5.8045344693320135e-05,1.0
low,5,0.0,sarcrp,35,7.0586419753086425,7.0586419753086425,0,5.821925070550707e-05,1.0
low,5,0.0,sarcrp,36,7.069444444444444,7.069444444444444,0,0.11713794618844986,1.0
low,5,0.0,sarcrp,37,7.037878787878787,7.037878787878787,0,0.05740943720394915,1.0
low,5,0.0,sarcrp,38,7.0625,7.0625,0,6.008520722389221e-05,1.0
low,5,0.0,sarcrp,39,7.0,7.0,0,5.790777504444122e-05,1.0
low,5,0.5,static,20,7.055555555555556,7.055555555555556,0,2.3179584079318576e-07,1.0
low,5,0.5,static,21,7.041666666666666,7.041666666666666,0,2.169981598854065e-07,1.0
low,5,0.5,static,22,7.033333333333334,7.033333333333334,0,1.9632279872894288e-07,1.0
low,5,0.5,static,23,7.092592592592592,7.092592592592592,0,2.02407439549764e-07,1.0
low,5,0.5,static,24,7.081018518518519,7.081018518518519,0,2.039596438407898e-07,1.0
low,5,0.5,static,25,7.010416666666667,7.010416666666667,0,2.0070001482963562e-07,1.0
low,5,0.5,static,26,7.080246913580247,7.080246913580247,0,1.8046961890326605e-07,1.0
low,5,0.5,static,27,7.0092592592592595,7.0092592592592595,0,1.8667843606736926e-07,1.0
low,5,0.5,static,28,7.017857142857143,7.017857142857143,0,1.9052198954990933e-07,1.0
low,5,0.5,static,29,7.033333333333334,7.033333333333334,0,2.1569430828094482e-07,1.0
low,5,0.5,static,30,7.0,7.0,0,2.2398307919502258e-07,1.0
low,5,0.5,static,31,7.0166666666666675,7.0166666666666675,0,2.123415470123291e-07,1.0
low,5,0.5,static,32,7.128787878787879,7.128787878787879,0,1.9947236234491522e-07,1.0
low,5,0.5,static,33,7.0,7.0,0,2.0489096641540527e-07,1.0
low,5,0.5,static,34,7.011904761904761,7.011904761904761,0,1.9744038581848145e-07,1.0
low,5,0.5,static,35,7.0586419753086425,7.0586419753086425,0,1.9661254352993436e-07,1.0
low,5,0.5,static,36,7.069444444444444,7.069444444444444,0,2.2662182648976645e-07,1.0
low,5,0.5,static,37,7.037878787878787,7.037878787878787,0,2.086162567138672e-07,1.0
low,5,0.5,static,38,7.0625,7.0625,0,2.1047890186309814e-07,1.0
low,5,0.5,static,39,7.0,7.0,0,2.3034711678822836e-07,1.0
low,5,0.5,full_reopt,20,16.259721743368075,7.830896686159845,45,8.907665808995564e-05,0.0
low,5,0.5,full_reopt,21,26.305890414041762,7.641727941176471,75,9.254133328795433e-05,0.0
low,5,0.5,full_reopt,22,13.993959732406278,5.803125,45,8.743181824684143e-05,0.0
low,5,0.5,full_reopt,23,21.78534982235433,6.029048656499636,67,8.781171507305569e-05,0.0
low,5,0.5,full_reopt,24,18.91529416974709,5.923611111111112,77,8.898197362820308e-05,0.0
low,5,0.5,full_reopt,25,8.582469560199174,7.010416666666667,11,8.64802859723568e-05,0.0
low,5,0.5,full_reopt,26,14.972128191772027,4.225694444444445,45,7.59528742896186e-05,0.0
low,5,0.5,full_reopt,27,15.586752294409441,8.00925925925926,40,8.680298924446106e-05,0.0
low,5,0.5,full_reopt,28,20.943807677845808,8.873299319727892,89,8.766725659370422e-05,0.0
low,5,0.5,full_reopt,29,17.120085992821597,7.333823529411765,51,8.426643908023834e-05,0.0
low,5,0.5,full_reopt,30,24.590087918863603,5.75,75,8.067162707448006e-05,0.0
low,5,0.5,full_reopt,31,16.997504443208676,6.218198529411764,63,8.163377642631531e-05,0.0
low,5,0.5,full_reopt,32,21.714298002505664,4.914141414141414,87,7.970258593559265e-05,0.0
low,5,0.5,full_reopt,33,22.094738033886458,7.833333333333333,49,9.017623960971832e-05,0.0
low,5,0.5,full_reopt,34,15.294540909661114,7.869047619047619,29,9.256388459886824e-05,0.0
low,5,0.5,full_reopt,35,19.1331305694485,5.703090958605665,63,8.769167794121636e-05,0.0
low,5,0.5,full_reopt,36,21.217667539041464,7.5667526659786715,43,9.267032146453857e-05,0.0
low,5,0.5,full_reopt,37,29.598612263971177,6.018455228981545,131,8.62150707028129e-05,0.0
low,5,0.5,full_reopt,38,17.336172358395075,5.776220383986928,56,8.019804954528809e-05,0.0
low,5,0.5,full_reopt,39,18.46687275255223,7.666666666666667,41,8.502975106239319e-05,0.0
low,5,0.5,periodic,20,9.65172970543669,7.609649122807018,11,1.1346820327970716e-05,0.8888888888888888
low,5,0.5,periodic,21,12.523151022883393,7.516995614035087,17,1.1850148439407349e-05,0.875
low,5,0.5,periodic,22,13.113634444541646,7.302631578947368,28,2.0778179168701173e-05,0.8
low,5,0.5,periodic,23,11.099880408162697,7.070987654320987,14,1.0299185911814371e-05,0.8888888888888888
low,5,0.5,periodic,24,10.8152027984804,5.654411764705881,26,1.3826104501883188e-05,0.8333333333333334
low,5,0.5,periodic,25,7.68255813112242,7.010416666666667,5,1.149764284491539e-05,0.875
low,5,0.5,periodic,26,9.420035748035518,5.374691358024691,17,9.378625286950006e-06,0.8888888888888888
low,5,0.5,periodic,27,9.467343579025416,8.119444444444445,9,1.0825693607330322e-05,0.8888888888888888
low,5,0.5,periodic,28,12.297595262145292,8.800983436853002,27,1.5828758478164673e-05,0.8571428571428571
low,5,0.5,periodic,29,13.578596114386675,7.931666666666667,29,1.9474327564239503e-05,0.8
low,5,0.5,periodic,30,12.76970827392892,7.5,17,1.2052245438098907e-05,0.875
low,5,0.5,periodic,31,10.400730720664972,6.716666666666667,21,1.7398223280906678e-05,0.8
low,5,0.5,periodic,32,11.487536385010548,5.603535353535353,30,1.5589323910799894e-05,0.8181818181818182
low,5,0.5,periodic,33,14.378520042701817,7.666666666666667,17,1.6303112109502155e-05,0.8333333333333334
low,5,0.5,periodic,34,12.19249393339643,7.869047619047619,15,1.3987932886396135e-05,0.8571428571428571
low,5,0.5,periodic,35,9.434753863318388,6.509259259259259,13,1.0200258758332995e-05,0.8888888888888888
low,5,0.5,periodic,36,11.495367787584419,6.7369281045751634,12,1.4845902721087137e-05,0.8333333333333334
low,5,0.5,periodic,37,11.154999953308037,5.1106060606060595,29,1.5206634998321533e-05,0.8181818181818182
low,5,0.5,periodic,38,8.415743909066375,6.049479166666666,12,1.0788906365633011e-05,0.875
low,5,0.5,periodic,39,10.983660797229826,7.666666666666667,12,1.5930583079655964e-05,0.8333333333333334
low,5,0.5,event_triggered_no_stability,20,7.055555555555556,7.055555555555556,0,5.9614164961708914e-05,1.0
low,5,0.5,event_triggered_no_stability,21,7.041666666666666,7.041666666666666,0,6.0481950640678406e-05,1.0
low,5,0.5,event_triggered_no_stability,22,7.033333333333334,7.033333333333334,0,5.8212503790855405e-05,1.0
low,5,0.5,event_triggered_no_stability,23,7.092592592592592,7.092592592592592,0,6.242551737361484e-05,1.0
low,5,0.5,event_triggered_no_stability,24,7.081018518518519,7.081018518518519,0,0.05823570893456539,1.0
low,5,0.5,event_triggered_no_stability,25,7.010416666666667,7.010416666666667,0,6.336532533168793e-05,1.0
low,5,0.5,event_triggered_no_stability,26,7.080246913580247,7.080246913580247,0,6.268173456192017e-05,1.0
low,5,0.5,event_triggered_no_stability,27,7.0092592592592595,7.0092592592592595,0,6.375792953703139e-05,1.0
low,5,0.5,event_triggered_no_stability,28,7.017857142857143,7.017857142857143,0,6.123100008283342e-05,1.0
low,5,0.5,event_triggered_no_stability,29,7.033333333333334,7.033333333333334,0,6.197690963745117e-05,1.0
low,5,0.5,event_triggered_no_stability,30,7.0,7.0,0,5.781790241599083e-05,1.0
low,5,0.5,event_triggered_no_stability,31,7.0166666666666675,7.0166666666666675,0,0.06260342076420784,1.0
low,5,0.5,event_triggered_no_stability,32,7.128787878787879,7.128787878787879,0,0.057403478771448135,1.0
low,5,0.5,event_triggered_no_stability,33,7.0,7.0,0,6.235639254252116e-05,1.0
low,5,0.5,event_triggered_no_stability,34,7.011904761904761,7.011904761904761,0,6.169666137014116e-05,1.0
low,5,0.5,event_triggered_no_stability,35,7.0586419753086425,7.0586419753086425,0,6.219041016366746e-05,1.0
low,5,0.5,event_triggered_no_stability,36,7.069444444444444,7.069444444444444,0,0.11816264875233173,1.0
low,5,0.5,event_triggered_no_stability,37,7.037878787878787,7.037878787878787,0,0.05831085213206031,1.0
low,5,0.5,event_triggered_no_stability,38,7.0625,7.0625,0,6.281351670622826e-05,1.0
low,5,0.5,event_triggered_no_stability,39,7.0,7.0,0,5.8784460028012596e-05,1.0
low,5,0.5,mpc,20,17.24690684135881,8.052680311890839,48,0.00012626085016462539,0.0
low,5,0.5,mpc,21,24.121472786281803,9.530208333333334,66,0.00014135893434286118,0.0
low,5,0.5,mpc,22,11.519635592375916,6.615,36,0.00012584030628204346,0.0
low,5,0.5,mpc,23,15.221672826323916,7.407952069716775,44,0.0001238042281733619,0.0
low,5,0.5,mpc,24,19.786132204270114,9.699184349212954,78,0.0001331040014823278,0.0
low,5,0.5,mpc,25,8.582469560199174,7.010416666666667,11,0.00011991988867521286,0.0
low,5,0.5,mpc,26,8.594508209239315,4.924768518518518,24,0.00012066587805747986,0.0
low,5,0.5,mpc,27,14.06946101995605,8.00925925925926,37,0.0001294463872909546,0.0
low,5,0.5,mpc,28,19.96093474364024,8.73044217687075,85,0.000134982168674469,0.0
low,5,0.5,mpc,29,16.440726258163483,7.333823529411765,47,0.00013416968286037446,0.0
low,5,0.5,mpc,30,15.9592836218667,7.0,47,0.00012854812666773796,0.0
low,5,0.5,mpc,31,18.262661253539754,7.017156862745098,61,0.00012080594897270202,0.0
low,5,0.5,mpc,32,15.722218151757767,6.6015651874785,61,0.00012336739084937355,0.0
low,5,0.5,mpc,33,14.987476507270316,7.833333333333333,29,0.0001235076536734899,0.0
low,5,0.5,mpc,34,16.192672248435322,8.011278195488723,30,0.00012870239359991892,0.0
low,5,0.5,mpc,35,17.199206094503214,6.268041938997822,52,0.0001175374620490604,0.0
low,5,0.5,mpc,36,21.09950132065128,7.732602339181287,47,0.00012426202495892844,0.0
low,5,0.5,mpc,37,23.799726396809465,8.58133971291866,99,0.00012567232955585826,0.0
low,5,0.5,mpc,38,15.404146830319709,6.917279411764706,46,0.0001203194260597229,0.0
low,5,0.5,mpc,39,18.46687275255223,7.666666666666667,41,0.0001224018633365631,0.0
low,5,0.5,sarcrp,20,7.055555555555556,7.055555555555556,0,6.434114442931281e-05,1.0
low,5,0.5,sarcrp,21,7.041666666666666,7.041666666666666,0,6.006564944982529e-05,1.0
low,5,0.5,sarcrp,22,7.033333333333334,7.033333333333334,0,6.035938858985901e-05,1.0
low,5,0.5,sarcrp,23,7.092592592592592,7.092592592592592,0,6.270201669798957e-05,1.0
low,5,0.5,sarcrp,24,7.081018518518519,7.081018518518519,0,0.05389868778487047,1.0
low,5,0.5,sarcrp,25,7.010416666666667,7.010416666666667,0,6.490107625722885e-05,1.0
low,5,0.5,sarcrp,26,7.080246913580247,7.080246913580247,0,6.085551447338528e-05,1.0
low,5,0.5,sarcrp,27,7.0092592592592595,7.0092592592592595,0,5.759381585650974e-05,1.0
low,5,0.5,sarcrp,28,7.017857142857143,7.017857142857143,0,6.0811372739928106e-05,1.0
low,5,0.5,sarcrp,29,7.033333333333334,7.033333333333334,0,6.217025220394135e-05,1.0
low,5,0.5,sarcrp,30,7.0,7.0,0,5.716504529118538e-05,1.0
low,5,0.5,sarcrp,31,7.0166666666666675,7.0166666666666675,0,0.06824344396591187,1.0
low,5,0.5,sarcrp,32,7.128787878787879,7.128787878787879,0,0.05720415101809935,1.0
low,5,0.5,sarcrp,33,7.0,7.0,0,6.704342861970265e-05,1.0
low,5,0.5,sarcrp,34,7.011904761904761,7.011904761904761,0,6.0829733099256244e-05,1.0
low,5,0.5,sarcrp,35,7.0586419753086425,7.0586419753086425,0,6.134766671392653e-05,1.0
low,5,0.5,sarcrp,36,7.069444444444444,7.069444444444444,0,0.1153941818823417,1.0
low,5,0.5,sarcrp,37,7.037878787878787,7.037878787878787,0,0.057119344445792114,1.0
low,5,0.5,sarcrp,38,7.0625,7.0625,0,6.039440631866455e-05,1.0
low,5,0.5,sarcrp,39,7.0,7.0,0,6.0516720016797386e-05,1.0
low,5,1.0,static,20,7.055555555555556,7.055555555555556,0,2.450413174099392e-07,1.0
low,5,1.0,static,21,7.041666666666666,7.041666666666666,0,2.1141022443771362e-07,1.0
low,5,1.0,static,22,7.033333333333334,7.033333333333334,0,1.8253922462463379e-06,1.0
low,5,1.0,static,23,7.092592592592592,7.092592592592592,0,2.247591813405355e-07,1.0
low,5,1.0,static,24,7.081018518518519,7.081018518518519,0,2.0209699869155884e-07,1.0
low,5,1.0,static,25,7.010416666666667,7.010416666666667,0,2.1327286958694458e-07,1.0
low,5,1.0,static,26,7.080246913580247,7.080246913580247,0,2.007517549726698e-07,1.0
low,5,1.0,static,27,7.0092592592592595,7.0092592592592595,0,2.032352818383111e-07,1.0
low,5,1.0,static,28,7.017857142857143,7.017857142857143,0,1.753547361918858e-07,1.0
low,5,1.0,static,29,7.033333333333334,7.033333333333334,0,1.9408762454986573e-07,1.0
low,5,1.0,static,30,7.0,7.0,0,1.9511207938194275e-07,1.0
low,5,1.0,static,31,7.0166666666666675,7.0166666666666675,0,1.8998980522155762e-07,1.0
low,5,1.0,static,32,7.128787878787879,7.128787878787879,0,2.0793893120505594e-07,1.0
low,5,1.0,static,33,7.0,7.0,0,2.1917124589284262e-07,1.0
low,5,1.0,static,34,7.011904761904761,7.011904761904761,0,2.2777489253452847e-07,1.0
low,5,1.0,static,35,7.0586419753086425,7.0586419753086425,0,2.293123139275445e-07,1.0
low,5,1.0,static,36,7.069444444444444,7.069444444444444,0,2.2413829962412515e-07,1.0
low,5,1.0,static,37,7.037878787878787,7.037878787878787,0,2.123415470123291e-07,1.0
low,5,1.0,static,38,7.0625,7.0625,0,2.0675361156463623e-07,1.0
low,5,1.0,static,39,7.0,7.0,0,2.0054479440053305e-07,1.0
low,5,1.0,full_reopt,20,16.259721743368075,7.830896686159845,45,9.064417746331956e-05,0.0
low,5,1.0,full_reopt,21,26.305890414041762,7.641727941176471,75,9.367987513542175e-05,0.0
low,5,1.0,full_reopt,22,13.993959732406278,5.803125,45,8.155368268489838e-05,0.0
low,5,1.0,full_reopt,23,21.78534982235433,6.029048656499636,67,8.149527841144138e-05,0.0
low,5,1.0,full_reopt,24,18.91529416974709,5.923611111111112,77,8.039083331823349e-05,0.0
low,5,1.0,full_reopt,25,8.582469560199174,7.010416666666667,11,8.30329954624176e-05,0.0
low,5,1.0,full_reopt,26,14.972128191772027,4.225694444444445,45,7.695456345876057e-05,0.0
low,5,1.0,full_reopt,27,15.586752294409441,8.00925925925926,40,8.598052793078953e-05,0.0
low,5,1.0,full_reopt,28,20.943807677845808,8.873299319727892,89,8.788119469370161e-05,0.0
low,5,1.0,full_reopt,29,17.120085992821597,7.333823529411765,51,9.09607857465744e-05,0.0
low,5,1.0,full_reopt,30,24.590087918863603,5.75,75,8.409423753619194e-05,0.0
low,5,1.0,full_reopt,31,16.997504443208676,6.218198529411764,63,8.098855614662171e-05,0.0
low,5,1.0,full_reopt,32,21.714298002505664,4.914141414141414,87,8.43866304917769e-05,0.0
low,5,1.0,full_reopt,33,22.094738033886458,7.833333333333333,49,8.698925375938416e-05,0.0
low,5,1.0,full_reopt,34,15.294540909661114,7.869047619047619,29,8.66428017616272e-05,0.0
low,5,1.0,full_reopt,35,19.1331305694485,5.703090958605665,63,8.475159605344136e-05,0.0
low,5,1.0,full_reopt,36,21.217667539041464,7.5667526659786715,43,9.034511943658193e-05,0.0
low,5,1.0,full_reopt,37,29.598612263971177,6.018455228981545,131,8.05898823521354e-05,0.0
low,5,1.0,full_reopt,38,17.336172358395075,5.776220383986928,56,8.057616651058197e-05,0.0
low,5,1.0,full_reopt,39,18.46687275255223,7.666666666666667,41,8.620694279670715e-05,0.0
low,5,1.0,periodic,20,9.65172970543669,7.609649122807018,11,1.2889090511533948e-05,0.8888888888888888
low,5,1.0,periodic,21,12.523151022883393,7.516995614035087,17,1.2847129255533218e-05,0.875
low,5,1.0,periodic,22,13.113634444541646,7.302631578947368,28,1.897774636745453e-05,0.8
low,5,1.0,periodic,23,11.099880408162697,7.070987654320987,14,1.078678501976861e-05,0.8888888888888888
low,5,1.0,periodic,24,10.8152027984804,5.654411764705881,26,1.4364408950010935e-05,0.8333333333333334
low,5,1.0,periodic,25,7.68255813112242,7.010416666666667,5,1.1622440069913864e-05,0.875
low,5,1.0,periodic,26,9.420035748035518,5.374691358024691,17,1.0035932064056396e-05,0.8888888888888888
low,5,1.0,periodic,27,9.467343579025416,8.119444444444445,9,1.2004541026221381e-05,0.8888888888888888
low,5,1.0,periodic,28,12.297595262145292,8.800983436853002,27,1.395999320915767e-05,0.8571428571428571
low,5,1.0,periodic,29,13.578596114386675,7.931666666666667,29,1.8405541777610778e-05,0.8
low,5,1.0,periodic,30,12.76970827392892,7.5,17,1.1919066309928894e-05,0.875
low,5,1.0,periodic,31,10.400730720664972,6.716666666666667,21,1.802779734134674e-05,0.8
low,5,1.0,periodic,32,11.487536385010548,5.603535353535353,30,1.5563585541465066e-05,0.8181818181818182
low,5,1.0,periodic,33,14.378520042701817,7.666666666666667,17,1.6052275896072388e-05,0.8333333333333334
low,5,1.0,periodic,34,12.19249393339643,7.869047619047619,15,1.3909701790128435e-05,0.8571428571428571
low,5,1.0,periodic,35,9.434753863318388,6.509259259259259,13,1.0055386357837253e-05,0.8888888888888888
low,5,1.0,periodic,36,11.495367787584419,6.7369281045751634,12,1.508618394533793e-05,0.8333333333333334
low,5,1.0,periodic,37,11.154999953308037,5.1106060606060595,29,1.5113502740859985e-05,0.8181818181818182
low,5,1.0,periodic,38,8.415743909066375,6.049479166666666,12,1.1246651411056519e-05,0.875
low,5,1.0,periodic,39,10.983660797229826,7.666666666666667,12,1.66607399781545e-05,0.8333333333333334
low,5,1.0,event_triggered_no_stability,20,7.055555555555556,7.055555555555556,0,6.0134463840060765e-05,1.0
low,5,1.0,event_triggered_no_stability,21,7.041666666666666,7.041666666666666,0,5.851034075021744e-05,1.0
low,5,1.0,event_triggered_no_stability,22,7.033333333333334,7.033333333333334,0,5.8943405747413635e-05,1.0
low,5,1.0,event_triggered_no_stability,23,7.092592592592592,7.092592592592592,0,6.182326210869683e-05,1.0
low,5,1.0,event_triggered_no_stability,24,7.081018518518519,7.081018518518519,0,0.054281771183013916,1.0
low,5,1.0,event_triggered_no_stability,25,7.010416666666667,7.010416666666667,0,5.9511978179216385e-05,1.0
low,5,1.0,event_triggered_no_stability,26,7.080246913580247,7.080246913580247,0,5.826974908510844e-05,1.0
low,5,1.0,event_triggered_no_stability,27,7.0092592592592595,7.0092592592592595,0,6.509365306960212e-05,1.0
low,5,1.0,event_triggered_no_stability,28,7.017857142857143,7.017857142857143,0,6.217722381864275e-05,1.0
low,5,1.0,event_triggered_no_stability,29,7.033333333333334,7.033333333333334,0,6.129629909992217e-05,1.0
low,5,1.0,event_triggered_no_stability,30,7.0,7.0,0,6.337743252515793e-05,1.0
low,5,1.0,event_triggered_no_stability,31,7.0166666666666675,7.0166666666666675,0,0.07007662542164325,1.0
low,5,1.0,event_triggered_no_stability,32,7.128787878787879,7.128787878787879,0,0.058356481180949646,1.0
low,5,1.0,event_triggered_no_stability,33,7.0,7.0,0,6.507399181524913e-05,1.0
low,5,1.0,event_triggered_no_stability,34,7.011904761904761,7.011904761904761,0,6.359283413205828e-05,1.0
low,5,1.0,event_triggered_no_stability,35,7.0586419753086425,7.0586419753086425,0,6.439909338951111e-05,1.0
low,5,1.0,event_triggered_no_stability,36,7.069444444444444,7.069444444444444,0,0.10880305928488572,1.0
low,5,1.0,event_triggered_no_stability,37,7.037878787878787,7.037878787878787,0,0.06418598307804628,1.0
low,5,1.0,event_triggered_no_stability,38,7.0625,7.0625,0,6.6390261054039e-05,1.0
low,5,1.0,event_triggered_no_stability,39,7.0,7.0,0,6.286365290482838e-05,1.0
low,5,1.0,mpc,20,17.24690684135881,8.052680311890839,48,0.00013741933637195162,0.0
low,5,1.0,mpc,21,24.121472786281803,9.530208333333334,66,0.00014181481674313545,0.0
low,5,1.0,mpc,22,11.519635592375916,6.615,36,0.00012912191450595856,0.0
low,5,1.0,mpc,23,15.221672826323916,7.407952069716775,44,0.00013496395614412095,0.0
low,5,1.0,mpc,24,19.786132204270114,9.699184349212954,78,0.00013970769941806793,0.0
